loan_amnt,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,dti,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,address
33600.0, 36 months,9.67,1078.98,B,B1,"Principal Specialist, Training ",9 years,OWN,84495.56,Verified,Nov-2013,Charged Off,debt_consolidation,Debt Consolidation Loan LC,15.98,Mar-2002,8.0,0.0,39597.0,74.4,18.0,w,INDIVIDUAL,0.0,0.0,"5788 Warner Pines Suite 266
Roseborough, DC 93700"
15000.0, 60 months,11.53,330.12,B,B5,,,MORTGAGE,41748.0,Verified,May-2015,Fully Paid,debt_consolidation,Debt consolidation,28.03,Apr-1986,10.0,1.0,1916.0,8.1,32.0,w,INDIVIDUAL,5.0,1.0,"5503 Stevens Manors Apt. 157
West Elijah, FL 22690"
20000.0, 36 months,8.9,635.07,A,A5,Purchaser,< 1 year,MORTGAGE,92000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,Debt consolidation,34.33,Jan-1994,12.0,0.0,27902.0,67.6,28.0,w,INDIVIDUAL,4.0,0.0,"961 Hoffman Corners Suite 866
Ronaldborough, AK 05113"
2800.0, 36 months,19.72,103.66,D,D5,HEB GROCERY ,10+ years,MORTGAGE,30000.0,Verified,Mar-2013,Charged Off,debt_consolidation,NEW LOAN,5.08,Feb-2002,2.0,0.0,1402.0,63.7,14.0,f,INDIVIDUAL,0.0,0.0,"53414 Melissa Extension Apt. 477
New Kyleland, AK 30723"
7500.0, 36 months,8.67,237.35,B,B1,Shop Manager,10+ years,MORTGAGE,50280.0,Not Verified,Dec-2014,Charged Off,other,Other,5.54,Mar-2001,7.0,0.0,7135.0,40.5,18.0,f,INDIVIDUAL,2.0,0.0,"7798 Reed Land Apt. 262
West Joshua, OR 11650"
5000.0, 36 months,13.33,169.27,C,C3,Employee Advocate,2 years,RENT,36000.0,Not Verified,Jul-2015,Charged Off,credit_card,Credit card refinancing,20.1,Jan-1999,10.0,0.0,4677.0,28.0,13.0,w,INDIVIDUAL,1.0,0.0,"910 Jesse Ville
Port Lindaside, WY 22690"
12000.0, 36 months,15.31,417.81,C,C2,Salvation Army ATS,2 years,RENT,60770.0,Not Verified,Sep-2012,Charged Off,debt_consolidation,paying bills,26.34,Dec-1999,17.0,0.0,4640.0,40.7,63.0,f,INDIVIDUAL,0.0,0.0,"1248 Anthony Pass Suite 278
Lake Tamiville, KY 86630"
35000.0, 60 months,13.33,802.29,C,C3,engineer,10+ years,MORTGAGE,100000.0,Verified,Apr-2015,Charged Off,home_improvement,Home improvement,14.83,Jun-1998,15.0,0.0,10146.0,24.3,29.0,w,INDIVIDUAL,1.0,0.0,"7803 Klein Unions
East Meganmouth, NV 22690"
18225.0, 36 months,14.33,625.82,C,C1,Ocean City Donut Shops Inc,8 years,RENT,55000.0,Not Verified,Jan-2013,Fully Paid,debt_consolidation,Debt repayment ,22.89,Apr-2006,7.0,0.0,12055.0,67.3,19.0,f,INDIVIDUAL,0.0,0.0,"28498 Daniel Mountains
East Heatherhaven, WI 05113"
24000.0, 36 months,6.49,735.47,A,A2,Captain ,2 years,MORTGAGE,133100.0,Source Verified,Dec-2014,Fully Paid,debt_consolidation,Debt consolidation,9.23,Oct-2004,15.0,0.0,17052.0,43.7,33.0,f,INDIVIDUAL,2.0,0.0,"537 Evans Trafficway Apt. 919
Charlesville, MD 05113"
10000.0, 36 months,9.99,322.63,B,B1,PHYSICAL THERAPIST,1 year,RENT,100000.0,Not Verified,Oct-2013,Fully Paid,credit_card,Credit card refinancing,8.48,Mar-1999,11.0,0.0,9452.0,28.3,19.0,f,INDIVIDUAL,0.0,0.0,"5845 Brenda Wall
Port Jeffton, MN 00813"
14000.0, 36 months,7.62,436.26,A,A3,Winter Park Construction,7 years,MORTGAGE,104000.0,Not Verified,Feb-2013,Fully Paid,credit_card,Credit card refinancing,8.3,Jul-2006,10.0,0.0,12904.0,79.2,15.0,w,INDIVIDUAL,5.0,0.0,"941 Rivera Fall Apt. 715
Lake Tiffanyshire, MI 29597"
14050.0, 36 months,10.49,456.6,B,B3,School Psychologist,2 years,RENT,57829.0,Source Verified,Dec-2014,Fully Paid,debt_consolidation,Debt consolidation,30.73,Dec-1999,20.0,0.0,13132.0,46.4,26.0,f,INDIVIDUAL,0.0,0.0,"044 William Mountain
West Toddchester, OK 70466"
6000.0, 36 months,8.9,190.52,A,A5,Registered Nurse,6 years,MORTGAGE,60000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,Loan,13.9,Sep-1999,16.0,0.0,14278.0,39.1,35.0,w,INDIVIDUAL,1.0,0.0,"811 Bruce Coves Apt. 455
West William, ME 05113"
20000.0, 36 months,14.64,689.79,C,C3,medical coder,1 year,RENT,73548.0,Verified,May-2014,Fully Paid,debt_consolidation,Debt consolidation,14.24,Oct-1997,9.0,1.0,7110.0,58.8,11.0,w,INDIVIDUAL,0.0,1.0,"6903 Patton Forge
Port Oliviaside, IA 30723"
34775.0, 60 months,24.5,1010.53,F,F3,HR Manager,2 years,MORTGAGE,83000.0,Verified,Jan-2015,Fully Paid,home_improvement,Home improvement,21.7,Jun-1997,5.0,0.0,11327.0,80.9,22.0,w,INDIVIDUAL,4.0,0.0,"66734 Gould Forge
North Crystal, KS 22690"
5000.0, 36 months,18.25,181.39,D,D2,Diamond Foods,< 1 year,OWN,90000.0,Verified,Jul-2013,Fully Paid,other,New Beginning,9.98,Mar-1994,20.0,0.0,22197.0,52.0,29.0,f,INDIVIDUAL,0.0,0.0,"04729 Nicholas Hills
Schaeferfort, MN 29597"
9700.0, 36 months,12.85,326.14,B,B4,Speech-Language Pathology Assistant,1 year,RENT,30000.0,Verified,Jan-2014,Fully Paid,debt_consolidation,Debt Payoff,18.69,Jan-2007,8.0,0.0,11795.0,76.6,14.0,f,INDIVIDUAL,0.0,0.0,"51229 Gallegos Springs
New Bridgetfort, NM 00813"
10000.0, 36 months,12.12,332.72,B,B3,AMERICAN RELOCATION,6 years,RENT,46000.0,Source Verified,Sep-2012,Fully Paid,debt_consolidation,consolidation loans,26.11,Nov-2003,13.0,0.0,12920.0,63.3,17.0,f,INDIVIDUAL,0.0,0.0,"755 Jessica Prairie
Lake Brian, SC 00813"
20000.0, 36 months,9.99,645.25,B,B3,Registered Dental Hygienist,10+ years,MORTGAGE,90000.0,Source Verified,Apr-2015,Fully Paid,debt_consolidation,Debt consolidation,7.29,Mar-1999,10.0,0.0,9300.0,45.6,34.0,f,INDIVIDUAL,4.0,0.0,"4001 Gould Light Suite 803
Sharonfurt, OK 29597"
10000.0, 36 months,9.99,322.63,B,B3,truck driver,< 1 year,RENT,60000.0,Source Verified,Jun-2015,Fully Paid,debt_consolidation,Debt consolidation,26.14,Feb-1997,14.0,1.0,5012.0,23.8,36.0,w,INDIVIDUAL,2.0,1.0,"4217 Taylor Mountain Apt. 463
Lake Markmouth, CA 22690"
4800.0, 36 months,11.49,158.27,B,B5,Instructional Coach,10+ years,OWN,85000.0,Source Verified,Nov-2016,Fully Paid,debt_consolidation,Debt consolidation,2.05,Jun-1991,6.0,1.0,4988.0,27.1,35.0,f,INDIVIDUAL,1.0,1.0,"USNS Parker
FPO AA 05113"
20000.0, 36 months,10.75,652.41,B,B4,Pres,10+ years,MORTGAGE,165000.0,Not Verified,May-2016,Charged Off,home_improvement,Home improvement,14.74,Dec-2001,14.0,2.0,9018.0,35.6,24.0,w,INDIVIDUAL,0.0,0.0,"678 Thomas Rapid Suite 235
Brandonfurt, NE 93700"
22075.0, 36 months,12.69,740.51,C,C2,,,MORTGAGE,48000.0,Not Verified,Jul-2015,Charged Off,credit_card,Credit card refinancing,21.23,Jan-2001,13.0,0.0,21672.0,75.2,35.0,w,INDIVIDUAL,1.0,0.0,"702 Johnson Cliffs Apt. 953
New Steven, AZ 93700"
22000.0, 60 months,13.49,506.11,C,C2,mark dunning industries,10+ years,OWN,49000.0,Verified,Jun-2011,Charged Off,debt_consolidation,pay off debt loan,22.26,Apr-2001,10.0,0.0,15284.0,51.1,25.0,f,INDIVIDUAL,,0.0,"Unit 2626 Box 5854
DPO AP 30723"
15000.0, 36 months,17.77,540.56,D,D1,NYS Office of Court Administration,9 years,RENT,96000.0,Verified,Nov-2012,Fully Paid,credit_card,Credit card refinancing,12.98,Mar-1994,8.0,0.0,37513.0,86.4,16.0,f,INDIVIDUAL,0.0,0.0,"181 Thomas Drives Suite 743
Port Sarah, IN 22690"
28000.0, 36 months,15.8,981.64,C,C3,Honolulu HomeLoans,9 years,MORTGAGE,100000.0,Source Verified,Feb-2013,Charged Off,small_business,Business,0.88,Jan-1993,7.0,0.0,2982.0,27.9,21.0,f,INDIVIDUAL,5.0,0.0,"4703 Johnson Squares
Ericberg, WV 48052"
17000.0, 60 months,17.27,424.97,C,C5,US Army ,10+ years,MORTGAGE,76000.0,Verified,Jun-2013,Fully Paid,debt_consolidation,Debt Elimination ,32.38,Mar-1994,15.0,0.0,17107.0,79.6,52.0,f,INDIVIDUAL,3.0,0.0,"3248 Short Groves
East Amy, MD 00813"
20000.0, 60 months,19.19,520.91,E,E3,tech,10+ years,RENT,64000.0,Source Verified,Aug-2015,Charged Off,credit_card,Credit card refinancing,17.89,Aug-2001,20.0,1.0,6723.0,17.1,36.0,f,INDIVIDUAL,0.0,1.0,"229 Smith Motorway
Heatherhaven, OR 11650"
16000.0, 60 months,18.49,410.58,D,D2,IRS Federal Gov,10+ years,RENT,94837.0,Verified,Aug-2012,Fully Paid,debt_consolidation,Refinance current loan,25.57,Dec-1994,9.0,0.0,25936.0,64.5,26.0,f,INDIVIDUAL,0.0,0.0,"0290 Samuel Ranch
East Marissamouth, WI 00813"
10000.0, 36 months,11.99,332.1,B,B5,,,MORTGAGE,51933.84,Verified,Dec-2014,Fully Paid,debt_consolidation,Debt consolidation,6.26,Jun-1999,8.0,0.0,7373.0,45.2,17.0,f,INDIVIDUAL,7.0,0.0,"79904 Bailey Mall Apt. 422
Parkerton, MS 05113"
8200.0, 36 months,14.64,282.82,C,C3,Registered Nurse- Educator/Web Dev. Mngr,4 years,MORTGAGE,150000.0,Source Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,6.86,Jul-2001,14.0,1.0,5804.0,77.4,50.0,f,INDIVIDUAL,3.0,0.0,"746 Donald Common Apt. 637
Walkerborough, TN 70466"
21000.0, 36 months,10.99,687.42,B,B2,VP of Operations,10+ years,MORTGAGE,150000.0,Verified,Dec-2013,Fully Paid,debt_consolidation,Debt consolidation,29.95,Sep-1994,13.0,0.0,186286.0,67.0,27.0,f,INDIVIDUAL,2.0,0.0,"058 Pearson Track Suite 451
Evanshire, WI 05113"
5000.0, 36 months,12.12,166.36,B,B3,crystal press,10+ years,RENT,40000.0,Source Verified,Jun-2013,Fully Paid,credit_card,pay off credit cards,14.07,Mar-2001,7.0,1.0,3428.0,18.5,11.0,f,INDIVIDUAL,0.0,1.0,"00510 Baker Lane Suite 289
New Kevinland, NM 05113"
12000.0, 60 months,18.25,306.36,D,D3,Office Manager,< 1 year,RENT,36000.0,Source Verified,Dec-2013,Fully Paid,debt_consolidation,Debt Consolidation,14.6,Jan-2003,13.0,0.0,4569.0,16.3,34.0,f,INDIVIDUAL,0.0,0.0,"284 Washington Pines
New Mark, AL 48052"
14000.0, 60 months,12.69,316.33,C,C2,Sales Associate,< 1 year,RENT,35000.0,Source Verified,Mar-2015,Fully Paid,debt_consolidation,Debt consolidation,34.68,May-2003,10.0,0.0,11542.0,84.9,18.0,w,INDIVIDUAL,0.0,0.0,"198 Taylor Throughway
Williamsport, NM 29597"
25000.0, 60 months,22.45,696.89,E,E5,Sr Financial Analyst,10+ years,MORTGAGE,78000.0,Verified,Mar-2016,Fully Paid,debt_consolidation,Debt consolidation,14.52,Nov-1999,17.0,0.0,13996.0,65.1,31.0,w,JOINT,1.0,0.0,"92628 Walker Wall
Port Jessica, NM 48052"
18000.0, 36 months,17.57,646.87,D,D4,Lead Program Analyst,10+ years,RENT,135000.0,Source Verified,Nov-2015,Fully Paid,debt_consolidation,Debt consolidation,20.63,May-2000,32.0,1.0,15388.0,55.6,47.0,f,INDIVIDUAL,2.0,1.0,"5504 James Crossing
Mariabury, MS 30723"
28000.0, 36 months,8.9,889.09,A,A5,Senior Software Developer,5 years,MORTGAGE,110000.0,Verified,Feb-2014,Fully Paid,debt_consolidation,Debt consolidation,22.11,May-1998,11.0,0.0,19074.0,66.5,32.0,f,INDIVIDUAL,4.0,0.0,"261 Francis Wall Suite 759
Lake Bryanbury, RI 48052"
28000.0, 60 months,17.86,708.89,D,D5,Operations Manager,10+ years,MORTGAGE,101000.0,Verified,Nov-2014,Fully Paid,debt_consolidation,Debt consolidation,25.99,Oct-1998,16.0,0.0,23599.0,69.6,45.0,w,INDIVIDUAL,3.0,0.0,"61921 Stanley Course Suite 478
Danielsshire, NE 22690"
18600.0, 60 months,21.0,503.2,E,E2,Northern Kentucky Health Dept.,10+ years,OWN,46000.0,Verified,May-2013,Charged Off,debt_consolidation,Debts,12.21,Jan-1997,9.0,0.0,19204.0,66.7,23.0,f,INDIVIDUAL,1.0,0.0,"9414 Munoz Light
Barryport, NC 86630"
4000.0, 36 months,11.99,132.84,C,C1,RN case manager,< 1 year,MORTGAGE,53000.0,Source Verified,Mar-2016,Fully Paid,credit_card,Credit card refinancing,11.71,Jun-2005,13.0,1.0,7080.0,50.6,25.0,w,INDIVIDUAL,3.0,1.0,"96297 Sanchez Dale Suite 617
Lake Michelle, ID 29597"
30000.0, 60 months,17.57,754.81,D,D2,IT Manager,10+ years,RENT,90000.0,Source Verified,Jan-2014,Fully Paid,debt_consolidation,Debt consolidation,21.93,Feb-1976,14.0,0.0,34999.0,89.5,19.0,f,INDIVIDUAL,0.0,0.0,"748 Miller Ville Apt. 537
North Emmaborough, AL 00813"
12000.0, 36 months,11.99,398.52,B,B3,,,MORTGAGE,41300.0,Verified,Jan-2014,Charged Off,debt_consolidation,Debt consolidation,26.65,Sep-1975,13.0,0.0,15259.0,80.7,39.0,w,INDIVIDUAL,3.0,0.0,"9276 Greene Mills Apt. 655
Johnstad, IA 93700"
35000.0, 60 months,22.9,984.66,E,E4,Consultant,< 1 year,MORTGAGE,141000.0,Verified,Dec-2013,Charged Off,home_improvement,Home Improvement Time,0.26,Apr-2006,7.0,0.0,38.0,0.1,16.0,f,INDIVIDUAL,3.0,0.0,"1790 Miller Rest Suite 968
Lake Susanfort, DE 30723"
4000.0, 36 months,12.79,134.38,C,C1,Customer Service office assistant,10+ years,MORTGAGE,34500.0,Verified,Aug-2016,Fully Paid,debt_consolidation,Debt consolidation,28.06,Mar-2002,10.0,0.0,10272.0,61.1,18.0,w,INDIVIDUAL,0.0,0.0,"73740 Seth Summit
West Anthony, NE 48052"
11225.0, 60 months,23.99,322.86,F,F3,,,RENT,38000.0,Verified,Nov-2015,Charged Off,debt_consolidation,Debt consolidation,9.16,Mar-2002,6.0,2.0,7926.0,62.9,8.0,w,INDIVIDUAL,0.0,1.0,"52074 Kimberly Trace
Hernandezborough, NC 30723"
11200.0, 60 months,17.86,283.56,D,D5,Supervisor II,9 years,MORTGAGE,62000.0,Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,30.99,Aug-1999,27.0,1.0,22521.0,55.3,50.0,w,INDIVIDUAL,1.0,1.0,"67626 Erica Branch
New Christine, LA 30723"
18000.0, 36 months,9.99,580.73,B,B3,Director Patient Accounts,10+ years,OWN,40000.0,Verified,Sep-2015,Fully Paid,debt_consolidation,Debt consolidation,26.91,Nov-1975,10.0,0.0,13410.0,54.1,23.0,f,INDIVIDUAL,0.0,0.0,"750 Richmond Circles Apt. 267
North Chad, CT 48052"
18000.0, 36 months,6.03,547.84,A,A1,Director of Operations,2 years,RENT,100000.0,Not Verified,Aug-2014,Fully Paid,credit_card,Credit card refinancing,17.44,Nov-1995,5.0,0.0,12553.0,30.4,12.0,w,INDIVIDUAL,2.0,0.0,"80551 Meredith Station
Bakerville, NJ 48052"
7200.0, 36 months,8.9,228.63,A,A5,Superior Energy Services,< 1 year,MORTGAGE,42000.0,Not Verified,Jul-2012,Fully Paid,debt_consolidation,Debt consolidation loan,12.46,Nov-2003,10.0,0.0,6397.0,35.0,21.0,f,INDIVIDUAL,0.0,0.0,"86719 Cole Field Suite 322
East Kevinview, OK 00813"
16000.0, 36 months,13.53,543.2,B,B5,"Designer, Overhead Contact Systems",3 years,RENT,74000.0,Not Verified,Dec-2013,Fully Paid,credit_card,Credit card refinancing,16.25,Sep-2001,12.0,0.0,13889.0,73.1,17.0,w,INDIVIDUAL,0.0,0.0,"97785 Harris Green Suite 440
Lewisport, NJ 48052"
19000.0, 36 months,19.24,698.78,E,E2,Project Support Specialist,3 years,MORTGAGE,86000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,33.38,Apr-1989,14.0,0.0,8839.0,54.2,34.0,f,INDIVIDUAL,3.0,0.0,"Unit 8146 Box 8842
DPO AP 05113"
1500.0, 36 months,13.67,51.03,C,C4,Warehouse Tech,7 years,RENT,36000.0,Verified,Dec-2015,Charged Off,moving,Moving and relocation,32.0,May-2001,19.0,0.0,17230.0,99.0,22.0,w,INDIVIDUAL,0.0,0.0,"59538 Michael Manor Suite 201
Morrisside, MN 70466"
12000.0, 36 months,13.65,408.1,C,C1,Development Manager,1 year,OWN,130000.0,Not Verified,Mar-2014,Fully Paid,debt_consolidation,Debt consolidation,9.87,Aug-2001,9.0,0.0,8983.0,56.5,13.0,w,INDIVIDUAL,2.0,0.0,"8935 Kara Track Suite 582
West Christopher, CA 30723"
22000.0, 36 months,11.53,725.79,B,B5,,,MORTGAGE,59000.0,Verified,Aug-2015,Fully Paid,credit_card,Credit card refinancing,15.85,Dec-1997,7.0,0.0,8320.0,75.6,16.0,f,INDIVIDUAL,5.0,0.0,"PSC 6706, Box 3038
APO AA 00813"
15000.0, 36 months,7.49,466.53,A,A4,The Carriage House Companies,7 years,MORTGAGE,35000.0,Not Verified,Sep-2011,Fully Paid,debt_consolidation,Debt Consolidation Loan,14.47,May-1997,6.0,0.0,15923.0,78.8,15.0,f,INDIVIDUAL,,0.0,"03735 Jason Mountain
Ramseyfort, NC 29597"
6400.0, 36 months,17.76,230.61,D,D1,,,MORTGAGE,29000.0,Verified,Oct-2013,Fully Paid,moving,"Moving, Household, Credit cards, Dental",5.34,Aug-1997,12.0,1.0,6752.0,28.5,32.0,f,INDIVIDUAL,0.0,1.0,"088 Tracy Meadow Apt. 210
Cardenastown, AL 29597"
24000.0, 36 months,12.99,808.54,C,C2,RN,1 year,MORTGAGE,121000.0,Not Verified,Feb-2016,Fully Paid,debt_consolidation,Debt consolidation,27.39,Nov-1996,20.0,0.0,4347.0,28.4,40.0,w,INDIVIDUAL,1.0,0.0,"4879 Carl Bypass
Port Donna, SC 48052"
10200.0, 36 months,10.15,329.85,B,B2,President,10+ years,MORTGAGE,132000.0,Not Verified,May-2014,Fully Paid,medical,Medical expenses,11.35,May-1991,13.0,0.0,35791.0,72.0,31.0,f,INDIVIDUAL,6.0,0.0,"4890 Nancy Valley Apt. 913
Toddton, CA 00813"
8000.0, 36 months,13.35,270.91,C,C2,BUYER III,2 years,MORTGAGE,79000.0,Not Verified,Aug-2014,Charged Off,debt_consolidation,Debt consolidation,15.28,Apr-2005,10.0,0.0,3794.0,28.7,16.0,w,INDIVIDUAL,2.0,0.0,"17543 Kennedy Ways Suite 105
Adamfurt, ND 86630"
16000.0, 36 months,7.62,498.59,A,A3,"CD Group, Inc",4 years,MORTGAGE,75000.0,Not Verified,Aug-2013,Fully Paid,credit_card,credit card refinance loan,7.44,Apr-2002,12.0,0.0,7506.0,55.2,25.0,f,INDIVIDUAL,2.0,0.0,"82835 Petersen Stravenue Suite 823
Brittanyport, MT 00813"
6600.0, 36 months,6.92,203.55,A,A3,"Twin Distributing, Inc",6 years,MORTGAGE,51000.0,Source Verified,Mar-2011,Fully Paid,car,Royal Star,6.47,Sep-1995,11.0,0.0,4659.0,37.9,20.0,f,INDIVIDUAL,,0.0,"5498 Owen Skyway Apt. 475
Josephmouth, MI 48052"
14475.0, 36 months,18.55,527.31,D,D4,Wing Luen Hong Trading Co Pte Ltd,< 1 year,RENT,48000.0,Not Verified,Jul-2012,Fully Paid,credit_card,Loan for Credit Card,7.57,Mar-1997,10.0,0.0,9050.0,76.7,29.0,f,INDIVIDUAL,0.0,0.0,"977 Christensen Bridge
South Josephberg, FL 00813"
17850.0, 36 months,14.99,618.69,C,C5,FINISHER,1 year,RENT,49678.4,Source Verified,Oct-2014,Charged Off,other,Other,23.71,Dec-1988,12.0,0.0,15847.0,65.5,27.0,w,INDIVIDUAL,0.0,0.0,"USNV Peck
FPO AP 70466"
3500.0, 36 months,9.16,111.56,B,B2,Tool&die,10+ years,MORTGAGE,65000.0,Source Verified,Apr-2016,Fully Paid,other,Other,6.89,Jun-1994,8.0,0.0,4033.0,28.4,10.0,w,INDIVIDUAL,2.0,0.0,"7816 Patterson Alley Suite 248
Hansenberg, MT 22690"
13225.0, 36 months,14.3,453.93,C,C1,Porter,10+ years,RENT,45000.0,Verified,Oct-2013,Fully Paid,debt_consolidation,Debt consolidation,12.0,Apr-1997,4.0,0.0,4549.0,77.1,7.0,f,INDIVIDUAL,0.0,0.0,"Unit 7607 Box 4931
DPO AA 70466"
25000.0, 60 months,13.99,581.58,C,C4,set up tech,10+ years,MORTGAGE,75000.0,Source Verified,Apr-2015,Charged Off,debt_consolidation,Debt consolidation,20.21,Feb-2003,14.0,0.0,8990.0,43.2,34.0,w,INDIVIDUAL,3.0,0.0,"642 Amanda Land Apt. 517
New Tammy, NY 70466"
30000.0, 60 months,25.57,890.6,F,F5,Traffic Manager,3 years,RENT,86000.0,Verified,May-2014,Charged Off,debt_consolidation,Debt consolidation,15.52,Feb-1993,13.0,0.0,43332.0,67.5,26.0,w,INDIVIDUAL,1.0,0.0,"63623 Sanders Shoals Suite 245
Jamieport, NY 70466"
13000.0, 60 months,16.99,323.02,D,D3,Marketing Coordinator,5 years,RENT,43000.0,Source Verified,Jul-2014,Fully Paid,major_purchase,Major purchase,14.32,Feb-2002,7.0,1.0,1301.0,44.9,32.0,f,INDIVIDUAL,6.0,1.0,"12657 Marquez Lodge Apt. 647
East Rebeccashire, SC 22690"
15000.0, 36 months,12.73,503.5,C,C1,Stanislaus County Sheriff,9 years,MORTGAGE,100000.0,Not Verified,Apr-2010,Fully Paid,credit_card,Consolidate credit cards for a better rate,14.71,Mar-1997,7.0,0.0,11690.0,78.5,11.0,f,INDIVIDUAL,,0.0,"73431 Victoria Garden
North Juliaview, ME 05113"
9000.0, 36 months,7.62,280.46,A,A3,The Hershey company,10+ years,MORTGAGE,58000.0,Not Verified,Jul-2013,Fully Paid,credit_card,Credit card refinancing,14.28,Feb-1989,11.0,0.0,7328.0,32.0,22.0,w,INDIVIDUAL,2.0,0.0,"247 Bates Mission
New Alyssa, KS 30723"
24000.0, 60 months,9.99,322.89,B,B4,Polo Ralph Laurn ,4 years,OWN,48000.0,Verified,Nov-2010,Fully Paid,home_improvement,New Bathroom ,7.05,Jul-2001,6.0,0.0,7742.0,58.2,12.0,f,INDIVIDUAL,,0.0,"2571 Chambers Manor Suite 313
Lindseyville, CO 70466"
14400.0, 36 months,13.67,489.86,B,B5,Video Equipment Rentals,5 years,RENT,62000.0,Not Verified,Apr-2012,Fully Paid,debt_consolidation,Financial Freedom Plan Loan,20.15,Jan-2001,11.0,0.0,16254.0,91.3,26.0,f,INDIVIDUAL,0.0,0.0,"127 Frank Field
North Ashleybury, OK 30723"
10000.0, 36 months,14.99,346.61,C,C5,Food & Beverage Service Director ,8 years,RENT,45000.0,Not Verified,Feb-2015,Fully Paid,credit_card,Credit card refinancing,23.58,May-2007,10.0,0.0,11243.0,62.8,19.0,w,INDIVIDUAL,0.0,0.0,"829 Shaw Mountain Apt. 114
Lake Joshua, DC 48052"
11200.0, 36 months,14.3,384.43,C,C1,electrician,10+ years,MORTGAGE,72900.0,Not Verified,Nov-2013,Charged Off,debt_consolidation,mycreditcarddebt,4.61,May-1994,6.0,1.0,9064.0,69.2,8.0,f,INDIVIDUAL,2.0,1.0,"860 Donald Forest
Port Rebeccatown, OH 30723"
35000.0, 36 months,7.26,1084.87,A,A4,Controller,8 years,MORTGAGE,104000.0,Verified,Aug-2015,Fully Paid,vacation,Vacation,10.38,Jan-1996,8.0,0.0,5311.0,9.2,31.0,w,INDIVIDUAL,2.0,0.0,"49247 Ellis Ridge Apt. 689
Johnmouth, WV 30723"
3600.0, 36 months,17.27,128.84,D,D3,Technician,10+ years,OWN,82000.0,Verified,Jan-2016,Fully Paid,debt_consolidation,Debt consolidation,25.47,Dec-1995,19.0,1.0,61423.0,74.6,44.0,w,INDIVIDUAL,4.0,1.0,"59499 Williams Shoal Apt. 021
North William, HI 30723"
2500.0, 36 months,23.7,97.69,F,F1,Bus Operator,1 year,MORTGAGE,36000.0,Source Verified,Nov-2013,Fully Paid,debt_consolidation,Debt consolidation,17.13,Nov-2009,5.0,0.0,7888.0,96.2,5.0,w,INDIVIDUAL,0.0,0.0,"2789 Michelle Motorway
North Leonardmouth, NJ 05113"
15000.0, 60 months,13.33,343.84,C,C3,ACCOUNT MANAGER,10+ years,MORTGAGE,130000.0,Verified,Jul-2015,Fully Paid,moving,Moving and relocation,17.12,Jul-2003,11.0,2.0,6978.0,64.6,28.0,w,INDIVIDUAL,2.0,0.0,"6888 Ashley Wall
Meyershaven, MT 70466"
24000.0, 60 months,22.99,676.44,F,F2,General Manager,10+ years,MORTGAGE,73000.0,Verified,Jul-2015,Fully Paid,debt_consolidation,Debt consolidation,34.08,Dec-1990,23.0,0.0,28222.0,39.6,71.0,w,INDIVIDUAL,2.0,0.0,"134 Carey Falls
Bradleyside, UT 22690"
10000.0, 36 months,22.35,383.72,E,E2,assembely associate,3 years,RENT,51000.0,Source Verified,May-2016,Fully Paid,debt_consolidation,Credit card refinancing,16.31,Feb-2012,3.0,0.0,4172.0,81.8,4.0,f,INDIVIDUAL,0.0,0.0,"06065 Thomas Coves Apt. 298
Melissachester, GA 05113"
8500.0, 36 months,8.67,269.0,B,B1,OFFICE MANAGER,10+ years,MORTGAGE,75000.0,Source Verified,Jan-2015,Fully Paid,debt_consolidation,Debt consolidation,29.01,Nov-1994,13.0,0.0,8228.0,22.3,25.0,f,INDIVIDUAL,0.0,0.0,"USS Gregory
FPO AP 22690"
15000.0, 36 months,10.99,491.01,B,B3,dental hygienist,6 years,MORTGAGE,70000.0,Not Verified,Oct-2014,Fully Paid,debt_consolidation,Debt consolidation,11.21,Dec-2001,11.0,1.0,3349.0,65.7,32.0,w,INDIVIDUAL,2.0,1.0,"988 Goodwin Flats Apt. 808
Port Mariaburgh, MO 48052"
9000.0, 36 months,10.99,294.61,B,B2,South Granville Animal Hospital,10+ years,MORTGAGE,72000.0,Not Verified,Sep-2013,Fully Paid,debt_consolidation,debt payment,13.93,Aug-1982,10.0,0.0,20453.0,68.4,17.0,f,INDIVIDUAL,5.0,0.0,"183 Aaron Crossroad Suite 729
Thorntonburgh, GA 05113"
10000.0, 36 months,14.22,342.85,C,C5,,,MORTGAGE,36000.0,Not Verified,Jan-2010,Charged Off,other,Retired & Happy,3.83,Apr-2000,3.0,0.0,344.0,34.4,19.0,f,INDIVIDUAL,,0.0,"65151 Baldwin Heights Apt. 134
Port Katiemouth, WA 30723"
